video_id,metric,human_label,model_label,model_score,model_raw,human_range,raw_distance,bucket_distance,total_buckets,match_status,interpretation,notes
62,head_down_ratio,occasional_down,frequent_down,56,0.273,"[0.1, 0.25]",0.023,1,4,off_by_1,Head often tilted down.,
62,head_stability,distracting,distracting,1,3.9628,[> 3.0],0.0,0,5,exact_match,Excessive head movement (Poor). Bobblehead effect.,
62,pause_ratio,no_pauses,no_pauses,45,0.0,[< 0.02],0.0,0,6,exact_match,Machine-gun delivery. No breathing room.,
62,pitch_dynamic,exaggerated,monotone,100,2.8675,[> 7.5],4.6325,3,4,off_by_3,Completely monotone. Hard to listen to.,
62,posture_openness,open,open,76,2.0575,[> 0.7],0.0,0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
62,smile_activation,neutral,optimal,62,0.762,"[0.74, 0.76]",0.002,1,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
62,speech_rate,overwhelming,fast,47,187.3727,[> 210],22.6273,2,6,off_by_2,Energetic and lively. Good for excitement.,
62,vocal_punch,strong,optimal,100,17.4673,"[21.0, 24.0]",3.5327,1,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
62,volume_dynamic,unstable,optimal,40,0.6477,[> 1.2],0.5523,2,5,off_by_2,Dynamic delivery. Good emotional texture.,
63,body_sway,stable,optimal,28,0.5583,"[0.3, 0.55]",0.0083,1,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
63,gaze_stability,optimal,good,67,0.0914,[< 0.08],0.0114,1,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
63,gesture_activity,optimal,optimal,35,2.4956,"[2.0, 5.0]",0.0,0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
63,gesture_magnitude,optimal,optimal,71,2.8977,"[1.8, 3.0]",0.0,0,5,exact_match,"High gesture dynamics (Excellent). Confident, expansive gestures.",trying to reflect a good and balanced pitch presentation
63,gesture_stability,optimal,good,59,7.0934,[< 5.0],2.0934,1,4,off_by_1,Natural stability (Good). Healthy fluidity.,
63,head_down_ratio,forward,forward,94,0.0208,[< 0.1],0.0,0,4,exact_match,Excellent posture. Head facing audience.,
63,head_stability,stable,stable,61,0.7313,"[0.6, 1.0]",0.0,0,5,exact_match,Very controlled. Serious but attentive.,
63,pause_ratio,low_pauses,no_pauses,45,0.0,"[0.02, 0.04]",0.02,1,6,off_by_1,Machine-gun delivery. No breathing room.,
63,pitch_dynamic,neutral,monotone,100,2.5907,"[3.0, 5.0]",0.4093,1,4,off_by_1,Completely monotone. Hard to listen to.,
63,posture_openness,open,open,99,2.8977,[> 0.7],0.0,0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
63,smile_activation,optimal,neutral,57,0.755,"[0.76, 0.8]",0.005,1,4,off_by_1,Low smile activation (Weak). Professional but reserved.,
63,speech_rate,optimal,optimal,100,150.0,"[120, 170]",0.0,0,6,exact_match,Optimal pace. Easy to follow and engaging.,
63,vocal_punch,soft,optimal,100,18.6302,"[14.0, 17.0]",1.6302,1,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
63,volume_dynamic,optimal,optimal,100,0.7,"[0.55, 0.8]",0.0,0,5,exact_match,Dynamic delivery. Good emotional texture.,
64,body_sway,unstable,optimal,61,0.6905,"[1.0, 1.3]",0.3095,1,5,off_by_1,"Natural controlled movement (Good). Natural, relaxed posture.",
64,gaze_stability,weak,good,59,0.1174,"[0.15, 0.22]",0.0326,1,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
64,gesture_activity,low,optimal,70,2.9054,"[1.0, 2.0]",0.9054,1,5,off_by_1,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
64,gesture_magnitude,low,optimal,88,2.7435,"[1.2, 1.8]",0.9435,1,5,off_by_1,"High gesture dynamics (Excellent). Confident, expansive gestures.","very slow pitch, reflecting a person not very sure of what he says. the gaze is unstable and the hands stay in front of the body"
64,gesture_stability,high,good,60,6.656,"[12.0, 20.0]",5.344,1,4,off_by_1,Natural stability (Good). Healthy fluidity.,
64,head_down_ratio,occasional_down,occasional_down,84,0.1019,"[0.1, 0.25]",0.0,0,4,exact_match,Good posture with occasional glances down.,
64,head_stability,high,optimal,68,1.6858,"[2.0, 3.0]",0.3142,1,5,off_by_1,Natural head engagement (Excellent). Good nodding and tilting.,
64,pause_ratio,disjointed,optimal,47,0.079,"[0.12, 0.18]",0.041,2,6,off_by_2,Perfect rhythm. Natural flow with good pacing.,
64,pitch_dynamic,neutral,expressive,28,5.0632,"[3.0, 5.0]",0.0632,1,4,off_by_1,Good expressiveness. Engaging vocal melody.,
64,posture_openness,neutral,open,100,2.7435,"[0.3, 0.7]",2.0435,1,3,off_by_1,"Open, expressive posture (Excellent). Good use of gestures.",
64,smile_activation,expressive,expressive,33,0.8153,[> 0.8],0.0,0,4,exact_match,"Very high smile (Good). Highly radiant, possibly over-expressive.",
64,speech_rate,slow,very_slow,2,80.7221,"[100, 120]",19.2779,1,6,off_by_1,Very slow pace; can feel heavy or overly deliberate.,
64,vocal_punch,strong,optimal,100,20.4447,"[21.0, 24.0]",0.5553,1,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
64,volume_dynamic,expressive,optimal,91,0.7168,"[0.8, 1.2]",0.0832,1,5,off_by_1,Dynamic delivery. Good emotional texture.,
65,body_sway,distracting,optimal,93,0.7929,[> 1.3],0.5071,2,5,off_by_2,"Natural controlled movement (Good). Natural, relaxed posture.",
65,gaze_stability,poor,poor,15,0.3586,[> 0.22],0.0,0,4,exact_match,Unsteady or nervous gaze (Poor). Frequent darting.,
65,gesture_activity,very_high,optimal,80,3.9841,[> 7.5],3.5159,2,5,off_by_2,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
65,gesture_magnitude,very_high,low,25,1.544,[> 3.5],1.956,3,5,off_by_3,"Small, timid gestures.",very dynamic pitch with the person going back and forth with fast movement and looking everywhere
65,gesture_stability,very_high,good,53,9.1016,[> 20.0],10.8984,2,4,off_by_2,Natural stability (Good). Healthy fluidity.,
65,head_down_ratio,forward,frequent_down,33,0.3758,[< 0.1],0.2758,2,4,off_by_2,Head often tilted down.,
65,head_stability,distracting,distracting,0,5.6951,[> 3.0],0.0,0,5,exact_match,Excessive head movement (Poor). Bobblehead effect.,
65,pause_ratio,low_pauses,no_pauses,45,0.0,"[0.02, 0.04]",0.02,1,6,off_by_1,Machine-gun delivery. No breathing room.,
65,pitch_dynamic,expressive,monotone,100,2.1267,"[5.0, 7.5]",2.8733,2,4,off_by_2,Completely monotone. Hard to listen to.,
65,posture_openness,neutral,neutral,51,1.544,"[0.3, 0.7]",0.844,0,3,exact_match,"Neutral posture (Ok). Arms at rest, hands at sides or behind.",
65,smile_activation,neutral,optimal,70,0.7871,"[0.74, 0.76]",0.0271,1,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
65,speech_rate,overwhelming,rushed,9,201.0944,[> 210],8.9056,1,6,off_by_1,Very fast; listeners might miss details.,
65,vocal_punch,strong,optimal,100,18.9194,"[21.0, 24.0]",2.0806,1,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
65,volume_dynamic,expressive,optimal,24,0.6347,"[0.8, 1.2]",0.1653,1,5,off_by_1,Dynamic delivery. Good emotional texture.,
66,body_sway,distracting,unstable,20,1.0757,[> 1.3],0.2243,1,5,off_by_1,Restless torso movement (Weak). Noticeable swaying.,
66,gaze_stability,good,good,69,0.0829,"[0.08, 0.15]",0.0,0,4,exact_match,Natural gaze behavior (Good). Natural eye contact.,
66,gesture_activity,very_low,optimal,92,3.2886,[< 1.0],2.2886,2,5,off_by_2,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
66,gesture_magnitude,very_low,low,15,1.3931,[< 1.2],0.1931,1,5,off_by_1,"Small, timid gestures.",very shy person in a closed body language swinging the body with crossed arms and looking down
66,gesture_stability,good,good,57,7.6287,"[5.0, 12.0]",0.0,0,4,exact_match,Natural stability (Good). Healthy fluidity.,
66,head_down_ratio,mostly_down,frequent_down,46,0.3205,[> 0.4],0.0795,1,4,off_by_1,Head often tilted down.,
66,head_stability,high,high,19,2.6945,"[2.0, 3.0]",0.0,0,5,exact_match,Active head movement. Engaged but energetic.,
66,pause_ratio,low_pauses,no_pauses,71,0.0137,"[0.02, 0.04]",0.0063,1,6,off_by_1,Machine-gun delivery. No breathing room.,
66,pitch_dynamic,monotone,monotone,100,2.0873,[< 3.0],0.0,0,4,exact_match,Completely monotone. Hard to listen to.,
66,posture_openness,closed,closed,27,1.3931,[< 0.3],1.0931,0,3,exact_match,"Closed, defensive posture (Poor). Arms close to body with hands forward.",
66,smile_activation,flat,neutral,47,0.741,[< 0.74],0.001,1,4,off_by_1,Low smile activation (Weak). Professional but reserved.,
66,speech_rate,slow,slow,99,117.7778,"[100, 120]",0.0,0,6,exact_match,Slower than typical; very clear but may lack energy.,
66,vocal_punch,muffled,optimal,100,17.2349,[< 14.0],3.2349,2,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
66,volume_dynamic,flat,optimal,4,0.7996,[< 0.35],0.4496,2,5,off_by_2,Dynamic delivery. Good emotional texture.,
67,body_sway,unstable,unstable,39,1.0161,"[1.0, 1.3]",0.0,0,5,exact_match,Restless torso movement (Weak). Noticeable swaying.,
67,gaze_stability,optimal,good,53,0.1432,[< 0.08],0.0632,1,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
67,gesture_activity,optimal,optimal,55,4.4436,"[2.0, 5.0]",0.0,0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
67,gesture_magnitude,optimal,optimal,94,2.4787,"[1.8, 3.0]",0.0,0,5,exact_match,"High gesture dynamics (Excellent). Confident, expansive gestures.",trying to reflect a good and balanced pitch presentation
67,gesture_stability,optimal,high,41,13.326,[< 5.0],8.326,2,4,off_by_2,Mild instability (Weak). Occasional shaking.,
67,head_down_ratio,forward,forward,86,0.0955,[< 0.1],0.0,0,4,exact_match,Excellent posture. Head facing audience.,
67,head_stability,optimal,high,61,2.0037,"[1.0, 2.0]",0.0037,1,5,off_by_1,Active head movement. Engaged but energetic.,
67,pause_ratio,low_pauses,no_pauses,45,0.0,"[0.02, 0.04]",0.02,1,6,off_by_1,Machine-gun delivery. No breathing room.,
67,pitch_dynamic,expressive,neutral,100,3.3906,"[5.0, 7.5]",1.6094,1,4,off_by_1,"Reserved and controlled, but lacks emotion.",
67,posture_openness,open,open,100,2.4787,[> 0.7],0.0,0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
67,smile_activation,neutral,optimal,69,0.7613,"[0.74, 0.76]",0.0013,1,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
67,speech_rate,optimal,optimal,100,167.3469,"[120, 170]",0.0,0,6,exact_match,Optimal pace. Easy to follow and engaging.,
67,vocal_punch,optimal,optimal,100,17.9651,"[17.0, 21.0]",0.0,0,5,exact_match,"Strong vocal energy. Clear, punchy articulation.",
67,volume_dynamic,optimal,optimal,35,0.7558,"[0.55, 0.8]",0.0,0,5,exact_match,Dynamic delivery. Good emotional texture.,
70,body_sway,optimal,optimal,76,0.6905,"[0.55, 1.0]",0.0,0,5,exact_match,"Natural controlled movement (Good). Natural, relaxed posture.",
70,gaze_stability,good,good,60,0.1138,"[0.08, 0.15]",0.0,0,4,exact_match,Natural gaze behavior (Good). Natural eye contact.,
70,gesture_activity,optimal,optimal,68,2.7957,"[2.0, 5.0]",0.0,0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
70,gesture_magnitude,optimal,high,24,3.4768,"[1.8, 3.0]",0.4768,1,5,off_by_1,"Very large, theatrical gestures.",
70,gesture_stability,good,good,64,5.3572,"[5.0, 12.0]",0.0,0,4,exact_match,Natural stability (Good). Healthy fluidity.,
70,head_down_ratio,forward,occasional_down,65,0.2064,[< 0.1],0.1064,1,4,off_by_1,Good posture with occasional glances down.,
70,head_stability,optimal,rigid,59,0.5784,"[1.0, 2.0]",0.4216,2,5,off_by_2,Stiff neck. Frozen.,
70,pause_ratio,no_pauses,no_pauses,45,0.0,[< 0.02],0.0,0,6,exact_match,Machine-gun delivery. No breathing room.,
70,pitch_dynamic,monotone,neutral,100,4.5074,[< 3.0],1.5074,1,4,off_by_1,"Reserved and controlled, but lacks emotion.",
70,posture_openness,neutral,open,100,3.4768,"[0.3, 0.7]",2.7768,1,3,off_by_1,"Open, expressive posture (Excellent). Good use of gestures.",
70,smile_activation,neutral,optimal,67,0.7932,"[0.74, 0.76]",0.0332,1,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
70,speech_rate,optimal,optimal,100,139.8159,"[120, 170]",0.0,0,6,exact_match,Optimal pace. Easy to follow and engaging.,
70,vocal_punch,muffled,optimal,100,18.4745,[< 14.0],4.4745,2,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
70,volume_dynamic,optimal,optimal,12,0.6206,"[0.55, 0.8]",0.0,0,5,exact_match,Dynamic delivery. Good emotional texture.,
71,body_sway,optimal,optimal,80,0.7344,"[0.55, 1.0]",0.0,0,5,exact_match,"Natural controlled movement (Good). Natural, relaxed posture.",
71,gaze_stability,optimal,good,57,0.1279,[< 0.08],0.0479,1,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
71,gesture_activity,optimal,optimal,78,2.9557,"[2.0, 5.0]",0.0,0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
71,gesture_magnitude,optimal,high,49,3.195,"[1.8, 3.0]",0.195,1,5,off_by_1,"Very large, theatrical gestures.",
71,gesture_stability,good,good,63,5.6692,"[5.0, 12.0]",0.0,0,4,exact_match,Natural stability (Good). Healthy fluidity.,
71,head_down_ratio,forward,frequent_down,50,0.3053,[< 0.1],0.2053,2,4,off_by_2,Head often tilted down.,
71,head_stability,optimal,stable,62,0.6087,"[1.0, 2.0]",0.3913,1,5,off_by_1,Very controlled. Serious but attentive.,
71,pause_ratio,low_pauses,low_pauses,82,0.02,"[0.02, 0.04]",0.0,0,6,exact_match,Fast-flowing speech. Good energy but dense.,
71,pitch_dynamic,neutral,expressive,0,6.126,"[3.0, 5.0]",1.126,1,4,off_by_1,Good expressiveness. Engaging vocal melody.,
71,posture_openness,neutral,open,100,3.195,"[0.3, 0.7]",2.495,1,3,off_by_1,"Open, expressive posture (Excellent). Good use of gestures.",
71,smile_activation,neutral,optimal,60,0.7925,"[0.74, 0.76]",0.0325,1,4,off_by_1,"Balanced, natural smile (Excellent). Warm and approachable.",
71,speech_rate,optimal,optimal,100,137.6404,"[120, 170]",0.0,0,6,exact_match,Optimal pace. Easy to follow and engaging.,
71,vocal_punch,soft,optimal,100,19.2819,"[14.0, 17.0]",2.2819,1,5,off_by_1,"Strong vocal energy. Clear, punchy articulation.",
71,volume_dynamic,low,optimal,80,0.726,"[0.35, 0.55]",0.176,1,5,off_by_1,Dynamic delivery. Good emotional texture.,
72,body_sway,optimal,optimal,87,0.7258,"[0.55, 1.0]",0.0,0,5,exact_match,"Natural controlled movement (Good). Natural, relaxed posture.",
72,gaze_stability,optimal,good,62,0.1087,[< 0.08],0.0287,1,4,off_by_1,Natural gaze behavior (Good). Natural eye contact.,
72,gesture_activity,optimal,optimal,72,2.8547,"[2.0, 5.0]",0.0,0,5,exact_match,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
72,gesture_magnitude,optimal,very_high,16,3.6129,"[1.8, 3.0]",0.6129,2,5,off_by_2,"Wild, flailing movements. Distracting.",
72,gesture_stability,good,good,63,5.54,"[5.0, 12.0]",0.0,0,4,exact_match,Natural stability (Good). Healthy fluidity.,
72,head_down_ratio,forward,occasional_down,66,0.2112,[< 0.1],0.1112,1,4,off_by_1,Good posture with occasional glances down.,
72,head_stability,optimal,rigid,53,0.5074,"[1.0, 2.0]",0.4926,2,5,off_by_2,Stiff neck. Frozen.,
72,pause_ratio,optimal,low_pauses,95,0.0295,"[0.04, 0.08]",0.0105,1,6,off_by_1,Fast-flowing speech. Good energy but dense.,
72,pitch_dynamic,monotone,exaggerated,0,7.8322,[< 3.0],4.8322,3,4,off_by_3,Rollercoaster pitch; can be distracting.,
72,posture_openness,neutral,open,100,3.6129,"[0.3, 0.7]",2.9129,1,3,off_by_1,"Open, expressive posture (Excellent). Good use of gestures.",
72,smile_activation,flat,optimal,71,0.7872,[< 0.74],0.0472,2,4,off_by_2,"Balanced, natural smile (Excellent). Warm and approachable.",
72,speech_rate,very_slow,very_slow,4,84.1785,[< 100],0.0,0,6,exact_match,Very slow pace; can feel heavy or overly deliberate.,
72,vocal_punch,soft,strong,67,22.2726,"[14.0, 17.0]",5.2726,2,5,off_by_2,Very punchy. High energy and presence.,
72,volume_dynamic,flat,expressive,0,0.9664,[< 0.35],0.6164,3,5,off_by_3,Highly dynamic. Strong emotional variation.,
73,body_sway,distracting,distracting,7,1.5521,[> 1.3],0.0,0,5,exact_match,Strong body sway (Poor). Sea-sickness inducing sway.,
73,gaze_stability,good,poor,39,0.2364,"[0.08, 0.15]",0.0864,2,4,off_by_2,Unsteady or nervous gaze (Poor). Frequent darting.,
73,gesture_activity,very_high,high,20,6.3583,[> 7.5],1.1417,1,5,off_by_1,"Fast, energetic movement.",
73,gesture_magnitude,very_high,optimal,75,2.291,[> 3.5],1.209,2,5,off_by_2,"High gesture dynamics (Excellent). Confident, expansive gestures.",
73,gesture_stability,high,very_high,24,21.741,"[12.0, 20.0]",1.741,1,4,off_by_1,Strong jitter / instability (Poor). Fidgety hands.,
73,head_down_ratio,forward,occasional_down,76,0.1532,[< 0.1],0.0532,1,4,off_by_1,Good posture with occasional glances down.,
73,head_stability,high,optimal,71,1.62,"[2.0, 3.0]",0.38,1,5,off_by_1,Natural head engagement (Excellent). Good nodding and tilting.,
73,pause_ratio,optimal,no_pauses,45,0.0,"[0.04, 0.08]",0.04,2,6,off_by_2,Machine-gun delivery. No breathing room.,
73,pitch_dynamic,expressive,expressive,20,5.1375,"[5.0, 7.5]",0.0,0,4,exact_match,Good expressiveness. Engaging vocal melody.,
73,posture_openness,open,open,86,2.291,[> 0.7],0.0,0,3,exact_match,"Open, expressive posture (Excellent). Good use of gestures.",
73,smile_activation,optimal,expressive,39,0.8127,"[0.76, 0.8]",0.0127,1,4,off_by_1,"Very high smile (Good). Highly radiant, possibly over-expressive.",
73,speech_rate,optimal,optimal,100,131.929,"[120, 170]",0.0,0,6,exact_match,Optimal pace. Easy to follow and engaging.,
73,vocal_punch,optimal,strong,81,21.9087,"[17.0, 21.0]",0.9087,1,5,off_by_1,Very punchy. High energy and presence.,
73,volume_dynamic,optimal,expressive,0,0.8543,"[0.55, 0.8]",0.0543,1,5,off_by_1,Highly dynamic. Strong emotional variation.,
74,body_sway,rigid,optimal,57,0.5853,[< 0.3],0.2853,2,5,off_by_2,"Natural controlled movement (Good). Natural, relaxed posture.",
74,gaze_stability,optimal,optimal,77,0.0523,[< 0.08],0.0,0,4,exact_match,"Highly controlled gaze (Excellent). Locked-in, confident gaze.",
74,gesture_activity,very_low,optimal,88,3.5086,[< 1.0],2.5086,2,5,off_by_2,"Optimal gesture pace (Excellent). Dynamic, fluid movement.",
74,gesture_magnitude,very_low,optimal,57,2.1067,[< 1.2],0.9067,2,5,off_by_2,"High gesture dynamics (Excellent). Confident, expansive gestures.",
74,gesture_stability,good,good,56,8.1563,"[5.0, 12.0]",0.0,0,4,exact_match,Natural stability (Good). Healthy fluidity.,
74,head_down_ratio,forward,forward,92,0.0356,[< 0.1],0.0,0,4,exact_match,Excellent posture. Head facing audience.,
74,head_stability,stable,rigid,39,0.3306,"[0.6, 1.0]",0.2694,1,5,off_by_1,Stiff neck. Frozen.,
74,pause_ratio,disjointed,low_pauses,97,0.0318,"[0.12, 0.18]",0.0882,3,6,off_by_3,Fast-flowing speech. Good energy but dense.,
74,pitch_dynamic,monotone,exaggerated,0,7.5928,[< 3.0],4.5928,3,4,off_by_3,Rollercoaster pitch; can be distracting.,
74,posture_openness,closed,neutral,58,2.1067,[< 0.3],1.8067,1,3,off_by_1,"Neutral posture (Ok). Arms at rest, hands at sides or behind.",
74,smile_activation,flat,expressive,41,0.801,[< 0.74],0.061,3,4,off_by_3,"Very high smile (Good). Highly radiant, possibly over-expressive.",
74,speech_rate,slow,very_slow,5,84.9257,"[100, 120]",15.0743,1,6,off_by_1,Very slow pace; can feel heavy or overly deliberate.,
74,vocal_punch,muffled,optimal,100,20.9741,[< 14.0],6.9741,2,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
74,volume_dynamic,flat,expressive,0,0.8643,[< 0.35],0.5143,3,5,off_by_3,Highly dynamic. Strong emotional variation.,
75,body_sway,rigid,rigid,1,0.2205,[< 0.3],0.0,0,5,exact_match,Robotically still. Unnatural.,
75,gaze_stability,good,optimal,72,0.0686,"[0.08, 0.15]",0.0114,1,4,off_by_1,"Highly controlled gaze (Excellent). Locked-in, confident gaze.",
75,gesture_activity,very_low,very_low,0,0.6823,[< 1.0],0.0,0,5,exact_match,Statue-like. No movement.,
75,gesture_magnitude,very_low,low,14,1.3747,[< 1.2],0.1747,1,5,off_by_1,"Small, timid gestures.",
75,gesture_stability,good,optimal,77,0.3584,"[5.0, 12.0]",4.6416,1,4,off_by_1,"Extremely stable gestures (Excellent). Smooth, intentional movement.",
75,head_down_ratio,forward,forward,90,0.0569,[< 0.1],0.0,0,4,exact_match,Excellent posture. Head facing audience.,
75,head_stability,stable,rigid,39,0.3253,"[0.6, 1.0]",0.2747,1,5,off_by_1,Stiff neck. Frozen.,
75,pause_ratio,no_pauses,no_pauses,45,0.0,[< 0.02],0.0,0,6,exact_match,Machine-gun delivery. No breathing room.,
75,pitch_dynamic,expressive,neutral,100,3.4986,"[5.0, 7.5]",1.5014,1,4,off_by_1,"Reserved and controlled, but lacks emotion.",
75,posture_openness,open,closed,25,1.3747,[> 0.7],0.0,2,3,off_by_2,"Closed, defensive posture (Poor). Arms close to body with hands forward.",
75,smile_activation,flat,optimal,55,0.794,[< 0.74],0.054,2,4,off_by_2,"Balanced, natural smile (Excellent). Warm and approachable.",
75,speech_rate,fast,optimal,100,158.0769,"[170, 190]",11.9231,1,6,off_by_1,Optimal pace. Easy to follow and engaging.,
75,vocal_punch,muffled,optimal,100,18.9894,[< 14.0],4.9894,2,5,off_by_2,"Strong vocal energy. Clear, punchy articulation.",
75,volume_dynamic,low,optimal,40,0.6475,"[0.35, 0.55]",0.0975,1,5,off_by_1,Dynamic delivery. Good emotional texture.,
